name,url,country,region,coordinates,caption,longitude,latitude
Medieval Monuments in Kosovo,http://whc.unesco.org/en/list/724,Serbia,Autonomous province of Kosovo,N42 39 40 E20 15 56,"The four edifices of the site reflect the high points of the Byzantine-Romanesque ecclesiastical culture, with its distinct style of wall painting, which developed in the Balkans between the 13th and 17th centuries. The Dečani Monastery was built in the mid-14th century for the Serbian king Stefan Dečanski and is also his mausoleum. The Patriarchate of Peć Monastery is a group of four domed churches featuring series of wall paintings. The 13th-century frescoes of the Church of Holy Apostles are painted in a unique, monumental style. Early 14th-century frescoes in the church of the Holy Virgin of Ljevisa represent the appearance of the new so-called Palaiologian Renaissance style, combining the influences of the eastern Orthodox Byzantine and the Western Romanesque traditions. The style played a decisive role in subsequent Balkan art.",20.265555555555554,42.66111111111111
Historic Centre of Naples,http://whc.unesco.org/en/list/726,Italy,"City and Province of Naples, Campania",N40 51 5 E14 15 46,"From the Neapolis founded by Greek settlers in 470 B.C. to the city of today, Naples has retained the imprint of the successive cultures that emerged in Europe and the Mediterranean basin. This makes it a unique site, with a wealth of outstanding monuments such as the Church of Santa Chiara and the Castel Nuovo.",14.262777777777778,40.85138888888889
Bauhaus and its Sites in Weimar and Dessau,http://whc.unesco.org/en/list/729,Germany,States of Saxony-Anhalt (Sachsen-Anhalt) and Thuringia (Thüringen),N50 58 29.172 E11 19 46.164,"Between 1919 and 1933, the Bauhaus School, based first in Weimar and then in Dessau, revolutionized architectural and aesthetic concepts and practices. The buildings put up and decorated by the school's professors (Walter Gropius, Hannes Meyer, Laszlo Moholy-Nagy and Wassily Kandinsky) launched the Modern Movement, which shaped much of the architecture of the 20th century.",11.32949,50.97477
Old and New Towns of Edinburgh,http://whc.unesco.org/en/list/728,United Kingdom of Great Britain and Northern Ireland,"Lothian Region, Scotland",N55 57 0 W3 13 0,"Edinburgh has been the Scottish capital since the 15th century. It has two distinct areas: the Old Town, dominated by a medieval fortress; and the neoclassical New Town, whose development from the 18th century onwards had a far-reaching influence on European urban planning. The harmonious juxtaposition of these two contrasting historic areas, each with many important buildings, is what gives the city its unique character.",-2.783333333333333,55.95
Hanseatic Town of Visby,http://whc.unesco.org/en/list/731,Sweden,Island region of Gotland,N57 38 30.012 E18 17 44.988,"A former Viking site on the island of Gotland, Visby was the main centre of the Hanseatic League in the Baltic from the 12th to the 14th century. Its 13th-century ramparts and more than 200 warehouses and wealthy merchants' dwellings from the same period make it the best-preserved fortified commercial city in northern Europe.",18.29583,57.64167
Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,http://whc.unesco.org/en/list/732,Czech Republic,"City and District of Kutná Hora, Central Bohemian Region",N49 57 0 E15 16 0,"Kutná Hora developed as a result of the exploitation of the silver mines. In the 14th century it became a royal city endowed with monuments that symbolized its prosperity. The Church of St Barbara, a jewel of the late Gothic period, and the Cathedral of Our Lady at Sedlec, which was restored in line with the Baroque taste of the early 18th century, were to influence the architecture of central Europe. These masterpieces today form part of a well-preserved medieval urban fabric with some particularly fine private dwellings.",15.266666666666667,49.95
Crespi d'Adda,http://whc.unesco.org/en/list/730,Italy,"Province of Bergamo, Lombardy",N45 35 35.988 E9 32 17.988,"Crespi d'Adda in Capriate San Gervasio in Lombardy is an outstanding example of the 19th- and early 20th-century 'company towns' built in Europe and North America by enlightened industrialists to meet the workers' needs. The site is still remarkably intact and is partly used for industrial purposes, although changing economic and social conditions now threaten its survival.",9.53833,45.59333
"Ferrara, City of the Renaissance, and its Po Delta",http://whc.unesco.org/en/list/733,Italy,"City and Province of Ferrara, Emilia-Romagna Region",N44 50 16 E11 37 10,"Ferrara, which grew up around a ford over the River Po, became an intellectual and artistic centre that attracted the greatest minds of the Italian Renaissance in the 15th and 16th centuries. Here, Piero della Francesca, Jacopo Bellini and Andrea Mantegna decorated the palaces of the House of Este. The humanist concept of the 'ideal city' came to life here in the neighbourhoods built from 1492 onwards by Biagio Rossetti according to the new principles of perspective. The completion of this project marked the birth of modern town planning and influenced its subsequent development.",11.619444444444444,44.83777777777778
Historic Villages of Shirakawa-go and Gokayama,http://whc.unesco.org/en/list/734,Japan,Gifu and Toyama prefectures,N36 23 60 E136 52 60,"Located in a mountainous region that was cut off from the rest of the world for a long period of time, these villages with their Gassho-style houses subsisted on the cultivation of mulberry trees and the rearing of silkworms. The large houses with their steeply pitched thatched roofs are the only examples of their kind in Japan. Despite economic upheavals, the villages of Ogimachi, Ainokura and Suganuma are outstanding examples of a traditional way of life perfectly adapted to the environment and people's social and economic circumstances.",136.88333333333333,36.4
Jongmyo Shrine,http://whc.unesco.org/en/list/738,Republic of Korea,Seoul,N37 32 60 E126 58 59.988,"Jongmyo is the oldest and most authentic of the Confucian royal shrines to have been preserved. Dedicated to the forefathers of the Joseon dynasty (1392–1910), the shrine has existed in its present form since the 16th century and houses tablets bearing the teachings of members of the former royal family. Ritual ceremonies linking music, song and dance still take place there, perpetuating a tradition that goes back to the 14th century.",126.98333,37.55
Gough and Inaccessible Islands,http://whc.unesco.org/en/list/740,United Kingdom of Great Britain and Northern Ireland,"Tristan da Cunha Island group, St Helena Dependency",S40 19 29 W9 55 43,"The site, located in the south Atlantic, is one of the least-disrupted island and marine ecosystems in the cool temperate zone. The spectacular cliffs of Gough and Inaccessible Islands, towering above the ocean, are free of introduced mammals and home to one of the world’s largest colonies of sea birds. Gough Island is home to two endemic species of land birds, the gallinule and the Gough rowettie, as well as to 12 endemic species of plants, while Inaccessible Island boasts two birds, eight plants and at least 10 invertebrates endemic to the island.",-8.071388888888889,-39.67527777777778
Old Town Lunenburg,http://whc.unesco.org/en/list/741,Canada,Nova Scotia,N44 22 34 W64 18 33,"Lunenburg is the best surviving example of a planned British colonial settlement in North America. Established in 1753, it has retained its original layout and overall appearance, based on a rectangular grid pattern drawn up in the home country. The inhabitants have managed to safeguard the city's identity throughout the centuries by preserving the wooden architecture of the houses, some of which date from the 18th century.",-63.69083333333333,44.37611111111111
Schokland and Surroundings,http://whc.unesco.org/en/list/739,Netherlands,"Noordoostpolder, Province of Flevoland",N52 38 19 E5 46 18,"Schokland was a peninsula that by the 15th century had become an island. Occupied and then abandoned as the sea encroached, it had to be evacuated in 1859. But following the draining of the Zuider Zee, it has, since the 1940s, formed part of the land reclaimed from the sea. Schokland has vestiges of human habitation going back to prehistoric times. It symbolizes the heroic, age-old struggle of the people of the Netherlands against the encroachment of the waters.",5.7716666666666665,52.63861111111111
Historic Centre of Santa Cruz de Mompox,http://whc.unesco.org/en/list/742,Colombia,Bolívar Department,N9 13 60 W74 25 60,"Founded in 1540 on the banks of the River Magdalena, Mompox played a key role in the Spanish colonization of northern South America. From the 16th to the 19th century the city developed parallel to the river, with the main street acting as a dyke. The historic centre has preserved the harmony and unity of the urban landscape. Most of the buildings are still used for their original purposes, providing an exceptional picture of what a Spanish colonial city was like.",-73.56666666666666,9.233333333333333
